product_name,category,brand,price,product_id
Puma Outdoor Gear,Sports,Puma,11128.96,3573
Organic India Beverages,Grocery,Organic India,264.31,3574
Adidas Sportswear,Sports,Adidas,3527.68,3575
Classmate Academic,Books,Classmate,1229.37,3576
Biotique Women's Makeup,Beauty,Biotique,3316.25,3577
Levi's Dress,Fashion,Levi's,2750.31,3578
Biotique Women's Haircare,Beauty,Biotique,3483.13,3579
Parker Fiction,Books,Parker,4735.33,3580
Decathlon Outdoor Gear,Sports,Decathlon,7239.71,3581
Home Centre Kitchen Appliance,Home,Home Centre,4718.21,3582
Nivea Men's Haircare,Beauty,Nivea,7970.34,3583
Biotique Women's Haircare,Beauty,Biotique,10537.03,3584
Parle Snacks,Grocery,Parle,2326.43,3585
Dove Men's Perfume,Beauty,Dove,4827.79,3586
Pepe Jeans Women's Footwear,Fashion,Pepe Jeans,6437.22,3587
Reynolds Academic,Books,Reynolds,207.19,3588
Fabfurnish Kitchen Appliance,Home,Fabfurnish,28123.65,3589
Realme Headphones,Electronics,Realme,4042.08,3590
Home Centre Storage Solution,Home,Home Centre,4581.37,3591
Classmate Children's Book,Books,Classmate,759.62,3592
Samsung Camera,Electronics,Samsung,3746.51,3593
Sony Camera,Electronics,Sony,6561.38,3594
Nivia Yoga Accessories,Sports,Nivia,1781.33,3595
Nivea Women's Haircare,Beauty,Nivea,1473.71,3596
Parker Children's Book,Books,Parker,12612.74,3597
Apple Tablet,Electronics,Apple,10005.94,3598
Fabindia Women's Footwear,Fashion,Fabindia,3948.22,3599
Van Heusen Men's Kurta,Fashion,Van Heusen,14647.85,3600
Whirlpool Bedding,Home,Whirlpool,470.44,3601
Sony Headphones,Electronics,Sony,15706.31,3602
Parker Academic,Books,Parker,4603.75,3603
HP Smart Watch,Electronics,HP,4544.47,3604
Harper Collins Fiction,Books,Harper Collins,280.2,3605
Mamaearth Women's Perfume,Beauty,Mamaearth,357.49,3606
HP Camera,Electronics,HP,13608.94,3607
Allen Solly Men's T-shirt,Fashion,Allen Solly,60672.87,3608
Adidas Yoga Accessories,Sports,Adidas,3790.73,3609
Pigeon Furniture,Home,Pigeon,41931.17,3610
Samsung Laptop,Electronics,Samsung,14649.98,3611
Zara Men's Kurta,Fashion,Zara,2618.89,3612
Prestige Kitchen Appliance,Home,Prestige,12341.24,3613
Tata Staples,Grocery,Tata,761.84,3614
Reebok Sportswear,Sports,Reebok,9.28,3615
Reynolds Children's Book,Books,Reynolds,401.92,3616
Nivea Women's Skincare,Beauty,Nivea,13804.03,3617
LG Home Decor,Home,LG,3826.83,3618
Patanjali Beverages,Grocery,Patanjali,216.76,3619
IKEA Kitchen Appliance,Home,IKEA,10.7,3620
Prestige Kitchen Appliance,Home,Prestige,71822.71,3621
Nike Sportswear,Sports,Nike,2913.63,3622
Fabindia Men's Footwear,Fashion,Fabindia,2068.06,3623
Zara Women's Footwear,Fashion,Zara,7762.82,3624
Vivo Smart Watch,Electronics,Vivo,2191.77,3625
Pigeon Storage Solution,Home,Pigeon,13914.3,3626
Prestige Bedding,Home,Prestige,4594.91,3627
Lakme Women's Perfume,Beauty,Lakme,39686.17,3628
Lenovo Smartphone,Electronics,Lenovo,3336.73,3629
OnePlus Smart Watch,Electronics,OnePlus,84485.09,3630
Lakme Women's Perfume,Beauty,Lakme,84599.94,3631
Boat Smart Watch,Electronics,Boat,1087.47,3632
Biotique Men's Haircare,Beauty,Biotique,798.97,3633
Whirlpool Storage Solution,Home,Whirlpool,66651.6,3634
Fabindia Women's T-shirt,Fashion,Fabindia,3617.53,3635
Reebok Gym Equipment,Sports,Reebok,4282.66,3636
Allen Solly Men's T-shirt,Fashion,Allen Solly,2700.79,3637
JBL Smartphone,Electronics,JBL,10536.46,3638
Reebok Yoga Accessories,Sports,Reebok,70973.15,3639
Classmate Academic,Books,Classmate,985.96,3640
Apple Smart Watch,Electronics,Apple,64688.19,3641
Nike Sportswear,Sports,Nike,3901.61,3642
Cosco Outdoor Gear,Sports,Cosco,7072.07,3643
Lakme Women's Makeup,Beauty,Lakme,437.15,3644
Reebok Yoga Accessories,Sports,Reebok,8837.02,3645
Fabfurnish Furniture,Home,Fabfurnish,4295.21,3646
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,4286.99,3647
Dove Women's Skincare,Beauty,Dove,3384.33,3648
Reebok Sportswear,Sports,Reebok,3796.64,3649
Fabfurnish Home Decor,Home,Fabfurnish,14604.89,3650
Parker Self-help,Books,Parker,1673.37,3651
HP Smartphone,Electronics,HP,5332.1,3652
Mamaearth Women's Skincare,Beauty,Mamaearth,9484.66,3653
Reynolds Self-help,Books,Reynolds,818.98,3654
Nike Women's T-shirt,Fashion,Nike,4728.64,3655
Classmate Children's Book,Books,Classmate,304.55,3656
OnePlus Tablet,Electronics,OnePlus,68625.02,3657
Lakme Women's Haircare,Beauty,Lakme,80342.41,3658
Lakme Women's Makeup,Beauty,Lakme,25.56,3659
HP Camera,Electronics,HP,3134.98,3660
Nivia Gym Equipment,Sports,Nivia,3510.9,3661
Allen Solly Dress,Fashion,Allen Solly,3596.45,3662
Maybelline Men's Haircare,Beauty,Maybelline,1632.21,3663
HP Camera,Electronics,HP,11530.08,3664
Nykaa Women's Makeup,Beauty,Nykaa,29418.08,3665
Parle Beverages,Grocery,Parle,4071.12,3666
Britannia Organic Product,Grocery,Britannia,7347.85,3667
Pigeon Furniture,Home,Pigeon,12435.66,3668
Boat Headphones,Electronics,Boat,3147.21,3669
Dove Women's Perfume,Beauty,Dove,1037.2,3670
W Men's Kurta,Fashion,W,2521.39,3671
HP Smart Watch,Electronics,HP,452.59,3672
Fabindia Saree,Fashion,Fabindia,2382.92,3673
Nivea Women's Makeup,Beauty,Nivea,10985.19,3674
Nestle Organic Product,Grocery,Nestle,109.34,3675
H&M Women's Jeans,Fashion,H&M,1117.82,3676
Nivea Men's Haircare,Beauty,Nivea,66.19,3677
Classmate Non-fiction,Books,Classmate,378.76,3678
Cosco Gym Equipment,Sports,Cosco,2067.55,3679
LG Furniture,Home,LG,2396.8,3680
LG Furniture,Home,LG,8172.73,3681
Realme Laptop,Electronics,Realme,6879.66,3682
Allen Solly Saree,Fashion,Allen Solly,4358.48,3683
Whirlpool Kitchen Appliance,Home,Whirlpool,1954.03,3684
Penguin Non-fiction,Books,Penguin,7185.11,3685
Puma Outdoor Gear,Sports,Puma,13111.13,3686
Reynolds Academic,Books,Reynolds,425.99,3687
Reebok Yoga Accessories,Sports,Reebok,5657.21,3688
Levi's Women's T-shirt,Fashion,Levi's,1116.65,3689
Harper Collins Non-fiction,Books,Harper Collins,380.76,3690
Nike Gym Equipment,Sports,Nike,80604.92,3691
Lenovo Laptop,Electronics,Lenovo,7677.45,3692
W Women's T-shirt,Fashion,W,23375.22,3693
LG Bedding,Home,LG,1188.41,3694
Classmate Academic,Books,Classmate,645.75,3695
Biotique Women's Perfume,Beauty,Biotique,430.2,3696
Mamaearth Women's Haircare,Beauty,Mamaearth,10644.73,3697
Sugar Cosmetics Women's Perfume,Beauty,Sugar Cosmetics,3901.45,3698
Mamaearth Women's Makeup,Beauty,Mamaearth,230.02,3699
Dove Women's Makeup,Beauty,Dove,4479.56,3700
Boat Smartphone,Electronics,Boat,6039.54,3701
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,3495.33,3702
ITC Snacks,Grocery,ITC,14965.74,3703
Godrej Kitchen Appliance,Home,Godrej,14368.73,3704
Prestige Furniture,Home,Prestige,2890.68,3705
Godrej Bedding,Home,Godrej,91727.68,3706
Garnier Women's Perfume,Beauty,Garnier,427.15,3707
HP Tablet,Electronics,HP,5738.1,3708
Reynolds Children's Book,Books,Reynolds,4526.43,3709
Mamaearth Men's Grooming Kit,Beauty,Mamaearth,255.44,3710
Parker Children's Book,Books,Parker,8800.69,3711
Classmate Fiction,Books,Classmate,3772.46,3712
Penguin Academic,Books,Penguin,2761.92,3713
Organic India Staples,Grocery,Organic India,4024.12,3714
Decathlon Outdoor Gear,Sports,Decathlon,7534.26,3715
LG Home Decor,Home,LG,9167.75,3716
Harper Collins Non-fiction,Books,Harper Collins,1417.95,3717
Adidas Women's Footwear,Fashion,Adidas,12622.73,3718
Godrej Bedding,Home,Godrej,56392.08,3719
Sugar Cosmetics Men's Skincare,Beauty,Sugar Cosmetics,1306.94,3720
Patanjali Snacks,Grocery,Patanjali,752.18,3721
Classmate Academic,Books,Classmate,8530.79,3722
Allen Solly Dress,Fashion,Allen Solly,1841.0,3723
Allen Solly Men's Kurta,Fashion,Allen Solly,7752.39,3724
IKEA Kitchen Appliance,Home,IKEA,14123.53,3725
Reebok Gym Equipment,Sports,Reebok,11896.14,3726
Maybelline Men's Grooming Kit,Beauty,Maybelline,5211.09,3727
Cosco Gym Equipment,Sports,Cosco,288.6,3728
Nivia Gym Equipment,Sports,Nivia,7793.29,3729
Parle Staples,Grocery,Parle,255.77,3730
Nike Yoga Accessories,Sports,Nike,8934.83,3731
Lenovo Camera,Electronics,Lenovo,8216.49,3732
Prestige Home Decor,Home,Prestige,4518.25,3733
Nike Yoga Accessories,Sports,Nike,1720.55,3734
Reebok Yoga Accessories,Sports,Reebok,901.48,3735
Nestle Beverages,Grocery,Nestle,143.4,3736
Van Heusen Women's Jeans,Fashion,Van Heusen,4443.31,3737
Mamaearth Men's Haircare,Beauty,Mamaearth,4454.15,3738
Home Centre Bedding,Home,Home Centre,6043.48,3739
Nivea Women's Perfume,Beauty,Nivea,3390.05,3740
Allen Solly Women's Jeans,Fashion,Allen Solly,1342.04,3741
Puma Sportswear,Sports,Puma,698.34,3742
IKEA Bedding,Home,IKEA,10658.78,3743
Parker Non-fiction,Books,Parker,179.71,3744
Fabfurnish Bedding,Home,Fabfurnish,2213.94,3745
Harper Collins Academic,Books,Harper Collins,4263.81,3746
Nestle Staples,Grocery,Nestle,6173.84,3747
Levi's Women's Jeans,Fashion,Levi's,2249.6,3748
Classmate Fiction,Books,Classmate,975.88,3749
Puma Sportswear,Sports,Puma,1147.73,3750
Fabfurnish Storage Solution,Home,Fabfurnish,3621.31,3751
Biotique Women's Perfume,Beauty,Biotique,3041.78,3752
Dove Men's Haircare,Beauty,Dove,13117.35,3753
Fabfurnish Home Decor,Home,Fabfurnish,3346.71,3754
Apple Smartphone,Electronics,Apple,1902.86,3755
Fabfurnish Home Decor,Home,Fabfurnish,1617.89,3756
Godrej Storage Solution,Home,Godrej,13180.3,3757
Nivia Gym Equipment,Sports,Nivia,177.01,3758
Levi's Women's Jeans,Fashion,Levi's,141.86,3759
OnePlus Headphones,Electronics,OnePlus,2998.96,3760
Amul Organic Product,Grocery,Amul,8583.31,3761
Zara Women's Jeans,Fashion,Zara,4725.88,3762
Amul Organic Product,Grocery,Amul,13689.02,3763
Reynolds Children's Book,Books,Reynolds,598.62,3764
HP Smartphone,Electronics,HP,14567.89,3765
Puma Sportswear,Sports,Puma,3960.72,3766
Maybelline Women's Makeup,Beauty,Maybelline,35028.09,3767
Realme Tablet,Electronics,Realme,2390.97,3768
Maybelline Women's Perfume,Beauty,Maybelline,1155.87,3769
Prestige Furniture,Home,Prestige,12049.11,3770
Harper Collins Children's Book,Books,Harper Collins,2971.72,3771
Godrej Bedding,Home,Godrej,12676.44,3772
LG Kitchen Appliance,Home,LG,3944.21,3773
Godrej Kitchen Appliance,Home,Godrej,14410.68,3774
Home Centre Home Decor,Home,Home Centre,4823.91,3775
Parker Children's Book,Books,Parker,2687.56,3776
Fabindia Women's T-shirt,Fashion,Fabindia,3776.47,3777
Nestle Snacks,Grocery,Nestle,584.9,3778
Van Heusen Women's Kurta,Fashion,Van Heusen,333.5,3779
Puma Men's Kurta,Fashion,Puma,2751.97,3780
Xiaomi Smartphone,Electronics,Xiaomi,9991.96,3781
Dove Men's Grooming Kit,Beauty,Dove,31.29,3782
Puma Men's Jeans,Fashion,Puma,3047.96,3783
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,9441.27,3784
LG Furniture,Home,LG,15012.88,3785
Prestige Furniture,Home,Prestige,3724.39,3786
Classmate Children's Book,Books,Classmate,10677.81,3787
Whirlpool Furniture,Home,Whirlpool,14913.03,3788
Reebok Outdoor Gear,Sports,Reebok,4897.23,3789
Apple Headphones,Electronics,Apple,9057.56,3790
Penguin Self-help,Books,Penguin,13035.87,3791
Nivea Women's Makeup,Beauty,Nivea,5299.22,3792
Sugar Cosmetics Women's Haircare,Beauty,Sugar Cosmetics,2164.42,3793
Nykaa Men's Haircare,Beauty,Nykaa,156.28,3794
Prestige Kitchen Appliance,Home,Prestige,5221.26,3795
Parle Beverages,Grocery,Parle,1957.19,3796
OnePlus Headphones,Electronics,OnePlus,1683.85,3797
OnePlus Tablet,Electronics,OnePlus,8483.24,3798
Apple Smartphone,Electronics,Apple,8499.53,3799
Lakme Women's Perfume,Beauty,Lakme,379.32,3800
Sony Headphones,Electronics,Sony,1348.82,3801
OnePlus Smartphone,Electronics,OnePlus,8430.03,3802
Biba Men's Footwear,Fashion,Biba,3147.31,3803
Puma Men's Footwear,Fashion,Puma,9369.28,3804
HP Camera,Electronics,HP,40841.31,3805
L'Oreal Men's Grooming Kit,Beauty,L'Oreal,4009.97,3806
Nestle Beverages,Grocery,Nestle,116.17,3807
Samsung Smartphone,Electronics,Samsung,7753.57,3808
W Women's Jeans,Fashion,W,3924.0,3809
Apple Smartphone,Electronics,Apple,13006.94,3810
Reynolds Academic,Books,Reynolds,1931.6,3811
Nestle Staples,Grocery,Nestle,269.82,3812
Harper Collins Self-help,Books,Harper Collins,4869.38,3813
Amul Staples,Grocery,Amul,1446.96,3814
Sugar Cosmetics Women's Perfume,Beauty,Sugar Cosmetics,1168.64,3815
Parle Staples,Grocery,Parle,882.52,3816
OnePlus Smart Watch,Electronics,OnePlus,1904.97,3817
Dell Smart Watch,Electronics,Dell,31764.13,3818
Reebok Yoga Accessories,Sports,Reebok,4033.59,3819
Home Centre Storage Solution,Home,Home Centre,55145.28,3820
Boat Headphones,Electronics,Boat,10289.3,3821
Mamaearth Women's Haircare,Beauty,Mamaearth,1205.98,3822
Dell Laptop,Electronics,Dell,4768.27,3823
Organic India Beverages,Grocery,Organic India,1117.37,3824
Dove Men's Haircare,Beauty,Dove,4479.95,3825
Reynolds Fiction,Books,Reynolds,1244.49,3826
Allen Solly Women's Jeans,Fashion,Allen Solly,41921.55,3827
Nykaa Women's Skincare,Beauty,Nykaa,2249.99,3828
Reebok Yoga Accessories,Sports,Reebok,5999.19,3829
Boat Tablet,Electronics,Boat,6081.44,3830
Organic India Staples,Grocery,Organic India,284.07,3831
Biotique Women's Skincare,Beauty,Biotique,995.1,3832
Fabindia Women's Kurta,Fashion,Fabindia,156.7,3833
Organic India Beverages,Grocery,Organic India,1776.27,3834
Apple Headphones,Electronics,Apple,10177.69,3835
Harper Collins Academic,Books,Harper Collins,550.75,3836
HP Smart Watch,Electronics,HP,13784.59,3837
Xiaomi Laptop,Electronics,Xiaomi,13317.22,3838
Prestige Bedding,Home,Prestige,6827.74,3839
L'Oreal Women's Skincare,Beauty,L'Oreal,3177.06,3840
Adidas Sportswear,Sports,Adidas,44.15,3841
Van Heusen Women's Jeans,Fashion,Van Heusen,3211.55,3842
Godrej Kitchen Appliance,Home,Godrej,13506.87,3843
Garnier Men's Perfume,Beauty,Garnier,903.79,3844
Fabfurnish Home Decor,Home,Fabfurnish,716.61,3845
Dell Laptop,Electronics,Dell,55695.11,3846
Harper Collins Self-help,Books,Harper Collins,502.08,3847
HP Tablet,Electronics,HP,12824.19,3848
Penguin Fiction,Books,Penguin,587.04,3849
Maybelline Men's Perfume,Beauty,Maybelline,821.03,3850
JBL Smart Watch,Electronics,JBL,6404.74,3851
Pigeon Bedding,Home,Pigeon,1852.95,3852
Puma Sportswear,Sports,Puma,1788.49,3853
Sugar Cosmetics Women's Skincare,Beauty,Sugar Cosmetics,2831.46,3854
Puma Gym Equipment,Sports,Puma,2082.58,3855
Sugar Cosmetics Men's Perfume,Beauty,Sugar Cosmetics,99181.37,3856
Cosco Outdoor Gear,Sports,Cosco,4632.52,3857
Fabindia Men's Jeans,Fashion,Fabindia,7406.82,3858
Tata Beverages,Grocery,Tata,8918.78,3859
Patanjali Staples,Grocery,Patanjali,121.36,3860
L'Oreal Women's Skincare,Beauty,L'Oreal,2984.4,3861
Nike Yoga Accessories,Sports,Nike,3911.86,3862
Fabindia Men's T-shirt,Fashion,Fabindia,8688.39,3863
Mamaearth Women's Perfume,Beauty,Mamaearth,151.05,3864
Lakme Men's Skincare,Beauty,Lakme,8466.6,3865
Puma Women's Footwear,Fashion,Puma,4318.62,3866
Vivo Laptop,Electronics,Vivo,4850.71,3867
Godrej Kitchen Appliance,Home,Godrej,7880.5,3868
Biotique Women's Perfume,Beauty,Biotique,2407.33,3869
Whirlpool Furniture,Home,Whirlpool,2400.06,3870
Pigeon Home Decor,Home,Pigeon,3039.18,3871
L'Oreal Men's Grooming Kit,Beauty,L'Oreal,70093.24,3872
Fabfurnish Home Decor,Home,Fabfurnish,299.25,3873
Cosco Gym Equipment,Sports,Cosco,1250.61,3874
Allen Solly Men's Footwear,Fashion,Allen Solly,60402.61,3875
Patanjali Snacks,Grocery,Patanjali,78.95,3876
Pigeon Home Decor,Home,Pigeon,1913.71,3877
Tata Organic Product,Grocery,Tata,775.27,3878
JBL Headphones,Electronics,JBL,4944.19,3879
Vivo Smart Watch,Electronics,Vivo,2591.94,3880
Whirlpool Bedding,Home,Whirlpool,13674.98,3881
Xiaomi Smart Watch,Electronics,Xiaomi,3263.17,3882
Lakme Women's Makeup,Beauty,Lakme,11590.3,3883
Decathlon Gym Equipment,Sports,Decathlon,6419.86,3884
Reebok Sportswear,Sports,Reebok,2326.85,3885
Adidas Yoga Accessories,Sports,Adidas,11833.65,3886
Parker Academic,Books,Parker,714.01,3887
Puma Sportswear,Sports,Puma,14398.69,3888
Nykaa Women's Makeup,Beauty,Nykaa,895.89,3889
Zara Men's Jeans,Fashion,Zara,563.87,3890
Penguin Children's Book,Books,Penguin,931.31,3891
Cosco Yoga Accessories,Sports,Cosco,8194.07,3892
Godrej Storage Solution,Home,Godrej,92217.76,3893
Adidas Outdoor Gear,Sports,Adidas,2038.25,3894
Nike Women's Footwear,Fashion,Nike,12635.73,3895
Adidas Outdoor Gear,Sports,Adidas,4.25,3896
Vivo Headphones,Electronics,Vivo,11981.65,3897
Pigeon Storage Solution,Home,Pigeon,5832.37,3898
Penguin Academic,Books,Penguin,2375.08,3899
Allen Solly Saree,Fashion,Allen Solly,1172.37,3900
Nivea Women's Haircare,Beauty,Nivea,12125.53,3901
Allen Solly Saree,Fashion,Allen Solly,4159.95,3902
Allen Solly Women's Footwear,Fashion,Allen Solly,2905.58,3903
Britannia Snacks,Grocery,Britannia,174.41,3904
Amul Organic Product,Grocery,Amul,1382.66,3905
L'Oreal Women's Skincare,Beauty,L'Oreal,4749.28,3906
L'Oreal Men's Haircare,Beauty,L'Oreal,4130.25,3907
Boat Headphones,Electronics,Boat,66465.83,3908
Penguin Academic,Books,Penguin,599.66,3909
OnePlus Tablet,Electronics,OnePlus,3969.4,3910
Patanjali Beverages,Grocery,Patanjali,4978.83,3911
Adidas Gym Equipment,Sports,Adidas,21944.63,3912
W Women's T-shirt,Fashion,W,4579.98,3913
HP Smartphone,Electronics,HP,7408.49,3914
Nike Yoga Accessories,Sports,Nike,2934.41,3915
Realme Smart Watch,Electronics,Realme,1241.18,3916
ITC Beverages,Grocery,ITC,2101.7,3917
Reynolds Non-fiction,Books,Reynolds,533.24,3918
Xiaomi Tablet,Electronics,Xiaomi,3383.31,3919
Classmate Academic,Books,Classmate,4499.62,3920
Sony Tablet,Electronics,Sony,2778.37,3921
Biotique Women's Haircare,Beauty,Biotique,227.72,3922
Classmate Non-fiction,Books,Classmate,2952.47,3923
Pigeon Kitchen Appliance,Home,Pigeon,3842.38,3924
Penguin Fiction,Books,Penguin,2550.17,3925
Maybelline Men's Skincare,Beauty,Maybelline,5947.58,3926
Dove Men's Perfume,Beauty,Dove,3120.78,3927
Cosco Gym Equipment,Sports,Cosco,4940.05,3928
LG Furniture,Home,LG,1059.05,3929
Harper Collins Academic,Books,Harper Collins,215.71,3930
Nike Sportswear,Sports,Nike,1296.77,3931
Patanjali Organic Product,Grocery,Patanjali,917.09,3932
Sony Headphones,Electronics,Sony,95550.01,3933
Classmate Academic,Books,Classmate,735.93,3934
Levi's Men's T-shirt,Fashion,Levi's,1981.72,3935
Biba Men's Footwear,Fashion,Biba,1100.79,3936
Mamaearth Men's Perfume,Beauty,Mamaearth,8769.54,3937
Harper Collins Academic,Books,Harper Collins,843.65,3938
Nykaa Women's Skincare,Beauty,Nykaa,7966.22,3939
Levi's Men's Kurta,Fashion,Levi's,14717.05,3940
Xiaomi Laptop,Electronics,Xiaomi,7841.91,3941
Biba Men's T-shirt,Fashion,Biba,3683.66,3942
ITC Organic Product,Grocery,ITC,11274.33,3943
Nivia Sportswear,Sports,Nivia,29054.84,3944
Allen Solly Dress,Fashion,Allen Solly,4192.94,3945
Harper Collins Non-fiction,Books,Harper Collins,4411.94,3946
Pepe Jeans Men's Kurta,Fashion,Pepe Jeans,3458.79,3947
Prestige Furniture,Home,Prestige,10630.11,3948
Maybelline Men's Skincare,Beauty,Maybelline,380.34,3949
Classmate Non-fiction,Books,Classmate,2898.69,3950
Sony Smartphone,Electronics,Sony,1149.86,3951
HP Headphones,Electronics,HP,4343.8,3952
Britannia Snacks,Grocery,Britannia,4595.14,3953
LG Home Decor,Home,LG,1713.38,3954
Harper Collins Academic,Books,Harper Collins,932.86,3955
IKEA Bedding,Home,IKEA,3848.25,3956
Nike Men's Jeans,Fashion,Nike,1179.29,3957
Puma Saree,Fashion,Puma,11626.09,3958
Classmate Children's Book,Books,Classmate,3035.71,3959
Britannia Snacks,Grocery,Britannia,864.48,3960
ITC Snacks,Grocery,ITC,401.89,3961
Sugar Cosmetics Men's Skincare,Beauty,Sugar Cosmetics,602.27,3962
Godrej Bedding,Home,Godrej,12556.63,3963
Harper Collins Non-fiction,Books,Harper Collins,904.9,3964
HP Smart Watch,Electronics,HP,1725.12,3965
JBL Camera,Electronics,JBL,12817.46,3966
Godrej Home Decor,Home,Godrej,3254.25,3967
Vivo Laptop,Electronics,Vivo,10362.63,3968
Parker Non-fiction,Books,Parker,283.5,3969
Garnier Men's Haircare,Beauty,Garnier,268.71,3970
Whirlpool Storage Solution,Home,Whirlpool,5089.52,3971
Maybelline Men's Haircare,Beauty,Maybelline,3645.08,3972
Samsung Headphones,Electronics,Samsung,2624.56,3973
Allen Solly Saree,Fashion,Allen Solly,4895.95,3974
Amul Beverages,Grocery,Amul,3901.92,3975
Home Centre Furniture,Home,Home Centre,12680.16,3976
Lenovo Smart Watch,Electronics,Lenovo,4018.23,3977
Reynolds Fiction,Books,Reynolds,4840.45,3978
Britannia Staples,Grocery,Britannia,1196.59,3979
Amul Snacks,Grocery,Amul,4316.12,3980
Lenovo Smartphone,Electronics,Lenovo,1802.18,3981
Apple Headphones,Electronics,Apple,8353.92,3982
JBL Camera,Electronics,JBL,8676.18,3983
Nivea Women's Makeup,Beauty,Nivea,4627.47,3984
Maybelline Men's Grooming Kit,Beauty,Maybelline,12677.51,3985
Reebok Outdoor Gear,Sports,Reebok,3392.28,3986
Harper Collins Children's Book,Books,Harper Collins,4141.73,3987
JBL Smartphone,Electronics,JBL,3347.29,3988
Decathlon Gym Equipment,Sports,Decathlon,10950.1,3989
JBL Headphones,Electronics,JBL,4135.65,3990
Britannia Staples,Grocery,Britannia,884.24,3991
Amul Staples,Grocery,Amul,7671.44,3992
Pepe Jeans Men's Jeans,Fashion,Pepe Jeans,3888.79,3993
OnePlus Laptop,Electronics,OnePlus,1148.13,3994
Puma Gym Equipment,Sports,Puma,4831.49,3995
Boat Camera,Electronics,Boat,8716.92,3996
Fabfurnish Kitchen Appliance,Home,Fabfurnish,11370.6,3997
Reynolds Fiction,Books,Reynolds,4371.66,3998
Puma Men's Jeans,Fashion,Puma,944.12,3999
Fabfurnish Bedding,Home,Fabfurnish,886.17,4000
L'Oreal Women's Perfume,Beauty,L'Oreal,760.3,4001
Sugar Cosmetics Men's Grooming Kit,Beauty,Sugar Cosmetics,681.65,4002
Samsung Tablet,Electronics,Samsung,35752.23,4003
Xiaomi Laptop,Electronics,Xiaomi,14206.17,4004
Nykaa Men's Perfume,Beauty,Nykaa,608.31,4005
Pigeon Home Decor,Home,Pigeon,6323.93,4006
Prestige Kitchen Appliance,Home,Prestige,3044.91,4007
Adidas Women's Jeans,Fashion,Adidas,2051.11,4008
Decathlon Sportswear,Sports,Decathlon,957.08,4009
Nike Women's Footwear,Fashion,Nike,1634.23,4010
Penguin Fiction,Books,Penguin,288.66,4011
Nestle Snacks,Grocery,Nestle,728.07,4012
Lenovo Laptop,Electronics,Lenovo,13124.87,4013
Pigeon Storage Solution,Home,Pigeon,8887.25,4014
Puma Women's Jeans,Fashion,Puma,2173.04,4015
Penguin Children's Book,Books,Penguin,4117.08,4016
Zara Men's Jeans,Fashion,Zara,2728.76,4017
Decathlon Sportswear,Sports,Decathlon,1752.39,4018
Classmate Fiction,Books,Classmate,9212.27,4019
Reebok Yoga Accessories,Sports,Reebok,1121.75,4020
Apple Laptop,Electronics,Apple,13470.24,4021
Reynolds Non-fiction,Books,Reynolds,6430.39,4022
Nivia Gym Equipment,Sports,Nivia,2330.46,4023
Nike Sportswear,Sports,Nike,461.5,4024
Biotique Men's Perfume,Beauty,Biotique,60.52,4025
Parker Academic,Books,Parker,617.33,4026
Adidas Women's Kurta,Fashion,Adidas,2203.75,4027
Adidas Outdoor Gear,Sports,Adidas,675.44,4028
Maybelline Women's Makeup,Beauty,Maybelline,3915.79,4029
Parker Children's Book,Books,Parker,4133.76,4030
Realme Headphones,Electronics,Realme,2284.02,4031
Nivia Gym Equipment,Sports,Nivia,4499.18,4032
Whirlpool Bedding,Home,Whirlpool,920.38,4033
Lakme Women's Skincare,Beauty,Lakme,4901.84,4034
Adidas Sportswear,Sports,Adidas,2334.64,4035
Whirlpool Furniture,Home,Whirlpool,4446.89,4036
ITC Snacks,Grocery,ITC,4874.62,4037
Penguin Self-help,Books,Penguin,134.19,4038
Parker Non-fiction,Books,Parker,4136.26,4039
Prestige Bedding,Home,Prestige,7635.93,4040
Penguin Academic,Books,Penguin,3791.05,4041
Prestige Bedding,Home,Prestige,3366.42,4042
Sony Camera,Electronics,Sony,5033.7,4043
Dell Smart Watch,Electronics,Dell,13364.25,4044
Adidas Men's Footwear,Fashion,Adidas,1701.48,4045
ITC Beverages,Grocery,ITC,137.97,4046
Patanjali Snacks,Grocery,Patanjali,12063.22,4047
Parker Fiction,Books,Parker,1389.44,4048
Lakme Men's Skincare,Beauty,Lakme,1618.97,4049
Fabindia Men's T-shirt,Fashion,Fabindia,1619.41,4050
Reynolds Self-help,Books,Reynolds,1879.33,4051
Biotique Women's Haircare,Beauty,Biotique,3549.31,4052
Allen Solly Men's T-shirt,Fashion,Allen Solly,4143.32,4053
Realme Camera,Electronics,Realme,3821.91,4054
Garnier Men's Haircare,Beauty,Garnier,1395.24,4055
HP Laptop,Electronics,HP,2874.25,4056
Nike Sportswear,Sports,Nike,44122.61,4057
Organic India Organic Product,Grocery,Organic India,2331.37,4058
Maybelline Men's Skincare,Beauty,Maybelline,9547.54,4059
H&M Women's Jeans,Fashion,H&M,4540.29,4060
Godrej Kitchen Appliance,Home,Godrej,2847.03,4061
Classmate Non-fiction,Books,Classmate,2378.01,4062
Dove Women's Perfume,Beauty,Dove,979.17,4063
Adidas Women's T-shirt,Fashion,Adidas,3971.07,4064
Adidas Yoga Accessories,Sports,Adidas,12227.8,4065
Sony Laptop,Electronics,Sony,5158.67,4066
Nike Sportswear,Sports,Nike,750.61,4067
